cos_theta,r,g,b
0.08988285064697266,0.8469245809209457,0.8713067395948052,0.8953398801367196
0.0904693603515625,0.8464217363331976,0.8707948698148009,0.8948430694851937
0.09105777740478516,0.8459227224457454,0.8702853557996627,0.8943471886739763
0.09164810180664062,0.8454275595274131,0.8697782217164003,0.8938522595213432
0.0922403335571289,0.844936267303658,0.8692734914336251,0.8933583037622765
0.09283447265625,0.8444488649554176,0.8687711885185267,0.8928653430457993
0.0934305191040039,0.8439653711181067,0.8682713362339215,0.8923733989323153
0.09402847290039062,0.8434858038807611,0.8677739575353712,0.8918824928909609
0.09462833404541016,0.8430101807853309,0.8672790750683802,0.8913926462969652
0.0952301025390625,0.8425385188261159,0.8667867111656624,0.8909038804290228
0.09583377838134766,0.8420708344493569,0.8662968878444851,0.8904162164666752
0.09643936157226562,0.8416071435529645,0.8658096268040889,0.8899296754877098
0.0970468521118164,0.8411474614863987,0.8653249494231847,0.8894442784655641
0.09765625,0.8406918030506859,0.8648428767575286,0.888960046266752
0.0982675552368164,0.8402401824985953,0.8643634295375692,0.8884769996482995
0.09888076782226562,0.8397926135349378,0.8638866281661827,0.8879951592551962
0.09949588775634766,0.8393491093170237,0.8634124927164787,0.8875145456178659
0.1001129150390625,0.8389096824552544,0.8629410429296904,0.88703517914965
0.10073184967041016,0.8384743450138522,0.8624722982131449,0.8865570801443114
0.10135269165039062,0.8380431085117367,0.8620062776383072,0.8860802687735561
0.1019754409790039,0.8376159839235294,0.8615429999389174,0.8856047650845712
0.10260009765625,0.837192981680704,0.8610824835091967,0.8851305889975871
0.1032266616821289,0.8367741116728642,0.8606247464021425,0.8846577603034564
0.10385513305664062,0.8363593832491605,0.8601698063279047,0.8841862986612561
0.10448551177978516,0.8359488052198374,0.8597176806522411,0.8837162235959094
0.1051177978515625,0.8355423858579114,0.8592683863950571,0.883247554495832
0.10575199127197266,0.8351401329009774,0.8588219402290292,0.8827803106106017
0.10638809204101562,0.8347420535531485,0.8583783584783097,0.88231451104865
0.1070261001586914,0.8343481544871155,0.8579376571173116,0.8818501747749798
0.107666015625,0.8339584418463288,0.8574998517695858,0.8813873206089065
0.1083078384399414,0.8335729212473166,0.8570649577067682,0.8809259672218279
0.10895156860351562,0.8331915977821075,0.8566329898476199,0.8804661331350189
0.10959720611572266,0.8328144760207848,0.8562039627571467,0.8800078367174504
0.1102447509765625,0.8324415600141503,0.8557778906458011,0.879551096183642
0.11089420318603516,0.8320728532965065,0.8553547873687688,0.8790959295915373
0.11154556274414062,0.8317083588885563,0.854934666425335,0.8786423548404119
0.1121988296508789,0.831348079300403,0.8545175409583373,0.8781903896688081
0.11285400390625,0.8309920165346749,0.8541034237536973,0.8777400516525031
